,dt_year,dt_date,country,region,level_of_development,greenhousegas_emissione_mtco2equivalent,total_government_revenue_proportion_of_gdp_perc,fdi_inflows_millionusd,annual_growth_rate_perc,proportion_of_population_with_primary_reliance_on_clean_fuels_a,mortality_rate_perc,renewable_energy_share_on_the_total_energy_consumption,co2emissions_from_fuel_combustion_in_millions_of_tonnes,fossilfuel_subsidies_consumption_and_production_billionusd,randd_expenditure_proportionofgdp_perc,national_action_plans_as_priority_national_policies,number_of_companies_publishing_sustainability_reports,education_for_sustainable_development,enhance_policy_coherence_for_sustainable_development,land_degraded_over_total_land_area,IIASA rates of no education projections (IIASA (2015)),GDP (constant 2015 US$),"Literacy rate, adult total (% of people ages 15 and above)",Annual CO₂ emissions (zero filled),"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)"
1150,2012,2012-01-01,Côte d'Ivoire,Sub-Saharan Africa,Developing Economies,,0.1230264,301.57672,0.1340896,19.0,,74.9,7.85,,,,,,,,,,,,
1151,2013,2013-01-01,Côte d'Ivoire,Sub-Saharan Africa,Developing Economies,,0.1252988,330.27524,0.1252221,21.0,,72.16,8.55,,,,,,,,,,,,
1152,2014,2014-01-01,Côte d'Ivoire,Sub-Saharan Africa,Developing Economies,,0.1193842,407.59053,0.1195966999999999,22.0,,71.91,9.04,,,,,,,,,,,,
1153,2015,2015-01-01,Côte d'Ivoire,Sub-Saharan Africa,Developing Economies,,0.1320607,439.35696,0.1201571,23.0,0.236,64.51,9.66,0.05944,,,,,,14.0,,,,,
1154,2016,2016-01-01,Côte d'Ivoire,Sub-Saharan Africa,Developing Economies,,0.1286849,494.40875,0.0449622,25.0,,64.04,9.4,0.0,0.000704,,,,,,,,,,
1155,2017,2017-01-01,Côte d'Ivoire,Sub-Saharan Africa,Developing Economies,,0.1418267,577.87152,0.0465965999999999,27.0,,62.54,10.43,0.0,,,,,,,,,,,
1156,2018,2018-01-01,Côte d'Ivoire,Sub-Saharan Africa,Developing Economies,,0.1430499,975.015,0.041966,28.0,,62.99,10.1,0.0,,,,,,,,,,,
1157,2019,2019-01-01,Côte d'Ivoire,Sub-Saharan Africa,Developing Economies,,0.1465791,620.33065,0.035578,30.0,0.217,62.46,10.74,0.0,,,,,,,,,,,
1158,2020,2020-01-01,Côte d'Ivoire,Sub-Saharan Africa,Developing Economies,,,935.6846,-0.0056386,32.0,,,,0.0,,1.0,,0.0,,,,,,,
1159,2021,2021-01-01,Côte d'Ivoire,Sub-Saharan Africa,Developing Economies,,,,,,,,,,,,,,,,,,,,
1160,2002,2002-01-01,Croatia,Europe and North America,Developed Economies,27.79326,0.4744565,1035.85292,0.0601735,95.0,,24.61,18.85,,0.0095033,,,,,,,42858450944.0,,21889460.0,
1161,2003,2003-01-01,Croatia,Europe and North America,Developed Economies,29.22414,0.4554454,984.97482,0.0569191999999999,95.0,,24.82,20.18,,0.0094981,,,,,,,45226786816.0,,23215262.0,
1162,2004,2004-01-01,Croatia,Europe and North America,Developed Economies,29.26364,0.4389773,1812.64968,0.0426844,95.0,,26.56,19.58,,0.0103031,,,,,,,47103397888.0,,22887892.0,
1163,2005,2005-01-01,Croatia,Europe and North America,Developed Economies,29.73072,0.433351,1291.40643,0.0445117,95.0,0.207,26.82,19.9,,0.0085614,,,,,,2.1792199,49134686208.0,,23343922.0,100.0
1164,2006,2006-01-01,Croatia,Europe and North America,Developed Economies,30.08135,0.4351732,1810.33428,0.0511317,95.0,,25.51,19.96,,0.0074007,,,,,,,51561132032.0,,23549946.0,
1165,2007,2007-01-01,Croatia,Europe and North America,Developed Economies,31.48574,0.4388864999999999,3132.77216,0.0511365,95.0,,22.66,21.21,,0.0079107,,,,,,,54094233600.0,,24862862.0,
1166,2008,2008-01-01,Croatia,Europe and North America,Developed Economies,30.50612,0.4336712,4669.38027,0.0212463,95.0,,24.14,20.16,,0.0088656,,,,,,,55119556608.0,,23594994.0,
1167,2009,2009-01-01,Croatia,Europe and North America,Developed Economies,28.15112,0.4311253,5400.06299,-0.0703883,95.0,,27.16,19.06,,0.0084474,,,,,,,51105914880.0,,21804454.0,
1168,2010,2010-01-01,Croatia,Europe and North America,Developed Economies,27.75297,0.4241039,2948.1093,-0.0095184,95.0,0.188,29.75,18.25,,0.0074292,,,,,,1.6438887,50466734080.0,,21016284.0,100.0
1169,2011,2011-01-01,Croatia,Europe and North America,Developed Economies,27.4296,0.4148832,1171.93828,0.0026378,95.0,,27.16,17.95,,0.0075095,,,,,,,50423713792.0,99.12535858154295,20649618.0,100.0
1170,2012,2012-01-01,Croatia,Europe and North America,Developed Economies,25.61264,0.4336853,1594.17121,-0.0188396,95.0,,29.4,16.37,,0.0075101,,,,,,,49276219392.0,,19087402.0,100.0
1171,2013,2013-01-01,Croatia,Europe and North America,Developed Economies,24.3306,0.4331319,1311.7938,0.0008606,95.0,,32.82,15.87,,0.0081157,,,,,,,49097289728.0,,18432192.0,100.0
1172,2014,2014-01-01,Croatia,Europe and North America,Developed Economies,23.47554,0.4371316,916.3384,0.0014782999999999,95.0,,33.6,15.01,,0.0078306,,,,,,,48927436800.0,,17681566.0,100.0
1173,2015,2015-01-01,Croatia,Europe and North America,Developed Economies,23.91192,0.4541494,2899.56824,0.0307402,95.0,0.176,33.09,15.43,0.09145,0.0084007,,,,,,1.2080573,50163191808.0,,17824706.0,100.0
1174,2016,2016-01-01,Croatia,Europe and North America,Developed Economies,23.99992,0.4654355,83.96649,0.0412953,95.0,,31.83,15.8,0.09318,0.0086314,,,,,,,51935174656.0,,18109014.0,99.78070068359376
1175,2017,2017-01-01,Croatia,Europe and North America,Developed Economies,24.73756,0.4608068,273.2284,0.0405060999999999,95.0,,29.79,16.12,0.13332,0.0086266,,,,,,,53708288000.0,,18743996.0,99.77960205078124
1176,2018,2018-01-01,Croatia,Europe and North America,Developed Economies,23.53628,0.4633711,539.70922,0.0355488,95.0,,32.83,15.22,0.12667,0.0097192,,,,,,,55265832960.0,,17724152.0,
1177,2019,2019-01-01,Croatia,Europe and North America,Developed Economies,23.60502,0.4747263,1171.46174,0.0413588,95.0,0.161,31.6,15.34,0.07815,,,,,,,,57190158336.0,,17857446.0,
1178,2020,2020-01-01,Croatia,Europe and North America,Developed Economies,,0.4803468,1335.84245,-0.0753931,95.0,,,,0.03858,,,,0.0,80.0,,0.8687900000000001,52557893632.0,,16870528.0,
1179,2021,2021-01-01,Croatia,Europe and North America,Developed Economies,,,,,,,,,,,1.0,,,,,,,,17701450.0,
1180,2002,2002-01-01,Cuba,Latin America and the Caribbean,Developing Economies,36.29671,,,0.0110868,77.0,,34.8,25.25,,0.0056445,,,,,,,47810437120.0,99.799072265625,25523650.0,
1181,2003,2003-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,0.0352043,80.0,,33.56,24.51,,0.0058243,,,,,,,49623760896.0,,25942744.0,
1182,2004,2004-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,0.0557102,82.0,,33.77,24.23,,0.0060231,,,,,,,52487319552.0,,25221232.0,
1183,2005,2005-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,0.1108906,84.0,0.175,26.31,25.06,,0.005492,,,,,,0.3009537,58366771200.0,,24442108.0,100.0
1184,2006,2006-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,0.1207091,85.0,,21.96,25.45,,0.0044139,,,,,,,65409224704.0,,24693040.0,
1185,2007,2007-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,0.0735717,87.0,,18.59,26.32,,0.0043615,,,,,,,70159335424.0,,24240302.0,
1186,2008,2008-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,0.0424935,88.0,,18.73,25.47,,0.0050061,,,,,,,73047670784.0,,28108268.0,
1187,2009,2009-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,0.0154359,89.0,,18.97,25.76,,0.0061485,,,,,,,74107813888.0,,28396318.0,
1188,2010,2010-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,0.0239835,90.0,0.173,15.61,27.09,,0.0060767,,,,,,0.1871634,75879251968.0,,34199816.0,100.0
1189,2011,2011-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,0.0270313999999999,91.0,,19.2,26.57,,0.0027191999999999,,,,,,,78005616640.0,,29431084.0,100.0
1190,2012,2012-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,0.0282792,92.0,,19.38,27.66,,0.0040716,,,,,,,80357408768.0,99.75253295898438,29838568.0,100.0
1191,2013,2013-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,0.025143,92.0,,18.24,27.84,,0.0047466999999999,,,,,,,82565308416.0,,28124914.0,100.0
1192,2014,2014-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,0.0083148,93.0,,23.16,25.8,,0.0041596,,,,,,,83430244352.0,,27608254.0,100.0
1193,2015,2015-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,0.0427327999999999,93.0,0.166,21.15,28.38,,0.0042854,,,,,,0.1194826,87133003776.0,,29468648.0,100.0
1194,2016,2016-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,0.0042222,93.0,,19.2,26.41,,0.0034222999999999,,,,,,,87580655616.0,,28259466.0,100.0
1195,2017,2017-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,0.0177178999999999,93.0,,22.0,25.59,,0.0043066,,,,,,,89165037568.0,,25218602.0,100.0
1196,2018,2018-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,0.0225858,94.0,,24.11,25.97,,0.0053706,,,,,,,91169898496.0,,22631190.0,
1197,2019,2019-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,-0.0012387,94.0,0.166,21.54,25.17,,,1.0,,,,,,91019608064.0,,22842232.0,
1198,2020,2020-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,-0.1089435,94.0,,,,,,,,1.0,,,0.0797528999999999,81054474240.0,,19732182.0,
1199,2021,2021-01-01,Cuba,Latin America and the Caribbean,Developing Economies,,,,,,,,,,,,,,,,,,,22057330.0,
1200,2002,2002-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,,0.0,,,0.59,5.41,,,,,,,,,,,,
1201,2003,2003-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,,0.0,,,0.6,5.43,,,,,,,,,,,,
1202,2004,2004-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,,0.0,,,0.59,5.67,,,,,,,,,,,,
1203,2005,2005-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,,0.0,,,0.57,5.98,,,,,,,,,,,,
1204,2006,2006-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,,-0.00415,,,0.56,5.88,,,,,,,,,,,,
1205,2007,2007-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,1304.0299,-0.0037018,,,0.54,6.39,,,,,,,,,,,,
1206,2008,2008-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,105.69832,-0.010051,,,0.47,6.33,,,,,,,,,,,,
1207,2009,2009-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,146.53631,-0.035181,,,0.48,5.93,,,,,,,,,,,,
1208,2010,2010-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,55.2514,-0.0248362,,,0.48,4.38,,,,,,,,,,,,
1209,2011,2011-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,34.25598,-0.0145031,,,0.47,5.63,,,,,,,,,,,,
1210,2012,2012-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,50.85263,-0.0175713,,,0.71,5.09,,,,,,,,,,,,
1211,2013,2013-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,54.68991,-0.0205542999999999,,,1.39,4.65,,,,,,,,,,,,
1212,2014,2014-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,-15.01993,-0.0217166,,,1.66,5.22,,,,,,,,,,,,
1213,2015,2015-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,150.10249,-0.0062305,,,1.6,5.27,,,,,,,,,,,,
1214,2016,2016-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,146.43493,-0.016341,,,1.74,4.51,,,,,,,,,,,,
1215,2017,2017-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,133.0464,-0.0231236,,,2.22,3.58,,,,,,,,,,,,
1216,2018,2018-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,172.67899,-0.0262073,,,3.02,2.84,,,,,,,,,,,,
1217,2019,2019-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,126.88827,-0.0376914,,,2.68,2.17,,,,,,,,,,,,
1218,2020,2020-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,55.91508,-0.1877064,,,,,,,,,0.0,,,,,,,
1219,2021,2021-01-01,Curaçao,Latin America and the Caribbean,Not Specified,,,,,,,,,,,,,,,,,,,,
1220,2002,2002-01-01,Cyprus,North Africa and Western Asia,Developed Economies,8.48566,0.3289524,928.64371,0.0250921,95.0,,3.16,6.4,,0.0027966999999999,,,,,,,16749064192.0,,7185924.0,
1221,2003,2003-01-01,Cyprus,North Africa and Western Asia,Developed Economies,8.87886,0.3461733,1038.59524,0.0144614,95.0,,3.24,7.08,,0.0031834,,,,,,,17188440064.0,,7576801.0,
1222,2004,2004-01-01,Cyprus,North Africa and Western Asia,Developed Economies,9.07874,0.3485898,891.44188,0.0356284,95.0,,3.29,6.97,,0.0033564,,,,,,,18052390912.0,,7803428.0,
1223,2005,2005-01-01,Cyprus,North Africa and Western Asia,Developed Economies,9.2052,0.3709883,8594.77819,0.0335368,95.0,0.127,3.34,7.11,,0.0036726999999999,,,,,,1.3793713,18928474112.0,,7957711.0,100.0
1224,2006,2006-01-01,Cyprus,North Africa and Western Asia,Developed Economies,9.46079,0.3767101,11090.50679,0.0298154,95.0,,3.5,7.18,,0.0038346,,,,,,,19820728320.0,,8185407.5,
1225,2007,2007-01-01,Cyprus,North Africa and Western Asia,Developed Economies,9.78958,0.4081969,16726.16082,0.0288366,95.0,,4.33,7.5,,0.0040006999999999,,,,,,,20831203328.0,,8504782.0,
1226,2008,2008-01-01,Cyprus,North Africa and Western Asia,Developed Economies,10.00634,0.3926785,23237.58928,0.0107698999999999,95.0,,5.47,7.67,,0.0038594,,,,,,,21590878208.0,,8717247.0,
1227,2009,2009-01-01,Cyprus,North Africa and Western Asia,Developed Economies,9.77266,0.3666656,12246.51994,-0.0461104,95.0,,6.31,7.6,,0.0044437,,,,,,,21155764224.0,,8471739.0,
1228,2010,2010-01-01,Cyprus,North Africa and Western Asia,Developed Economies,9.44439,0.3710922,65949.55845,-0.0061829999999999,95.0,0.106,6.55,7.34,,0.0044409,,,,,,0.9035426,21581989888.0,,8102698.5,100.0
1229,2011,2011-01-01,Cyprus,North Africa and Western Asia,Developed Economies,9.15041,0.3652559,33429.64592,-0.0212792,95.0,,7.66,7.09,,0.0045389,,,,,,,21668628480.0,98.67842864990234,7789403.0,100.0
1230,2012,2012-01-01,Cyprus,North Africa and Western Asia,Developed Economies,8.61765,0.3644486,36622.57995,-0.0490677,95.0,,8.69,6.59,,0.0043888,,,,,,,20921749504.0,,7264032.0,100.0
1231,2013,2013-01-01,Cyprus,North Africa and Western Asia,Developed Economies,7.91878,0.3735538,63501.89646,-0.0633494,95.0,,9.83,5.68,,0.0048607,,,,,,,19550730240.0,,6583978.0,100.0
1232,2014,2014-01-01,Cyprus,North Africa and Western Asia,Developed Economies,8.29418,0.405767,22260.81147,-0.0074357,95.0,,9.59,5.84,,0.0051424,,,,,,,19193085952.0,,6952145.0,100.0
1233,2015,2015-01-01,Cyprus,North Africa and Western Asia,Developed Economies,8.33677,0.3937026999999999,46454.08978,0.0396913,95.0,0.0969999999999999,10.51,5.98,0.02773,0.0047841,,,,,19.0,0.6033776000000001,19842404352.0,,6972964.0,100.0
1234,2016,2016-01-01,Cyprus,North Africa and Western Asia,Developed Economies,8.78393,0.3744826,23945.61633,0.0596677,95.0,,10.36,6.34,0.15038,0.0052358,,2.0,,,,,21123143680.0,,7375415.0,100.0
1235,2017,2017-01-01,Cyprus,North Africa and Western Asia,Developed Economies,8.96969,0.3843112,10928.2626,0.0545589999999999,95.0,,11.03,6.44,0.06626,0.0054998,,4.0,,,,,22359384064.0,,7525365.0,100.0
1236,2018,2018-01-01,Cyprus,North Africa and Western Asia,Developed Economies,8.81143,0.3923789,9422.62993,0.048409,95.0,,12.11,6.35,0.0,0.0054783,,8.0,,,,,23632267264.0,,7342546.0,
1237,2019,2019-01-01,Cyprus,North Africa and Western Asia,Developed Economies,8.84153,0.4065087,-1735.26712,0.0446548,95.0,0.0819999999999999,12.05,6.4,0.0,,,16.0,,,,,24880805888.0,,7343176.0,
1238,2020,2020-01-01,Cyprus,North Africa and Western Asia,Developed Economies,,0.4040027,26183.25767,-0.0591858,95.0,,,,0.06464,,,18.0,1.0,,,0.4113854,23579791360.0,,7269578.0,
1239,2021,2021-01-01,Cyprus,North Africa and Western Asia,Developed Economies,,,,,,,,,,,,,,,,,,,7600422.0,
1240,2002,2002-01-01,Czechia,Europe and North America,Developed Economies,145.65798,0.3777535,5641.7407,0.0175558,95.0,,7.28,117.13,,0.0110202,,,,,,,132150173696.0,,123946890.0,
1241,2003,2003-01-01,Czechia,Europe and North America,Developed Economies,148.73447,0.4171546,8482.04713,0.0371647,95.0,,6.72,121.28,,0.0114741,,,,,,,136886018048.0,,127478650.0,
1242,2004,2004-01-01,Czechia,Europe and North America,Developed Economies,149.76323,0.3942492,2102.73672,0.0481116,95.0,,7.13,121.81,,0.0114559,,,,,,,143476064256.0,,128247530.0,
1243,2005,2005-01-01,Czechia,Europe and North America,Developed Economies,147.72754,0.3873581,4974.49786,0.06407,95.0,0.1969999999999999,7.53,118.37,,0.0116835,,,,,,0.3977665,152947818496.0,,125688560.0,99.96775817871094
1244,2006,2006-01-01,Czechia,Europe and North America,Developed Economies,148.95358,0.386853,11653.24701,0.0634761,95.0,,7.88,118.85,,0.0123173,,,,,,,163297689600.0,,126566100.0,
1245,2007,2007-01-01,Czechia,Europe and North America,Developed Economies,150.77659,0.3917461,5462.62547,0.0496975,95.0,,8.32,121.58,,0.0130228,,,,,,,172393922560.0,,128369900.0,
1246,2008,2008-01-01,Czechia,Europe and North America,Developed Economies,145.889,0.3836874999999999,10443.81754,0.0201931,95.0,,8.99,116.31,,0.0123933,,,,,,,177025138688.0,,122912260.0,
1247,2009,2009-01-01,Czechia,Europe and North America,Developed Economies,136.85338,0.3832285,6451.00292,-0.0522902,95.0,,10.25,109.6,,0.0129438,,,,,,,168780480512.0,,115013224.0,
1248,2010,2010-01-01,Czechia,Europe and North America,Developed Economies,139.6059,0.3885045,2926.81482,0.0196472,95.0,0.178,10.95,110.78,,0.0133688,,,,,,0.3547849,172890128384.0,,117482140.0,99.9684066772461
1249,2011,2011-01-01,Czechia,Europe and North America,Developed Economies,138.06889,0.3985636,6140.58319,0.0147146,95.0,,12.16,107.51,,0.0155570999999999,,,,,,,175933620224.0,,115185840.0,99.96852111816406
1250,2012,2012-01-01,Czechia,Europe and North America,Developed Economies,134.13867,0.4011916,2317.55378,-0.0092355,95.0,,12.8,104.56,,0.0178231,,,,,,,174552530944.0,,111280680.0,99.94347381591795
1251,2013,2013-01-01,Czechia,Europe and North America,Developed Economies,128.69189,0.4058133,7984.10859,-0.0009538,95.0,,13.95,99.82,,0.0189972999999999,,,,,,,174472396800.0,,106711390.0,99.9272003173828
1252,2014,2014-01-01,Czechia,Europe and North America,Developed Economies,126.56324,0.397717,3639.12943,0.0221793,95.0,,14.85,96.03,,0.0197285,,,,,,,178419154944.0,,104228850.0,99.91786193847656
1253,2015,2015-01-01,Czechia,Europe and North America,Developed Economies,127.97221,0.4053987,5492.00346,0.052861,95.0,0.156,14.84,97.58,0.23309,0.0192923,,,,,6.0,0.3199418,188033056768.0,,104995650.0,99.82828521728516
1254,2016,2016-01-01,Czechia,Europe and North America,Developed Economies,129.58495,0.3974791,465.10493,0.0236869,95.0,,14.77,100.03,0.21501,0.0168015,,4.0,,,,,192803979264.0,,106655710.0,99.67485809326172
1255,2017,2017-01-01,Czechia,Europe and North America,Developed Economies,130.46008,0.3977396,9814.76887,0.0494953999999999,95.0,,14.46,100.1,0.2458,0.0179079,,8.0,,,,,202769498112.0,,107747750.0,99.67721557617188
1256,2018,2018-01-01,Czechia,Europe and North America,Developed Economies,128.55462,0.4073668,9521.68202,0.0296022,95.0,,14.72,99.03,0.26246,0.0193016999999999,,8.0,,,,,209255383040.0,,106337976.0,
1257,2019,2019-01-01,Czechia,Europe and North America,Developed Economies,122.63851,0.4056345,11010.36396,0.0280266,95.0,0.143,15.85,94.31,0.32304,,1.0,8.0,,,,,215594729472.0,,101012960.0,
1258,2020,2020-01-01,Czechia,Europe and North America,Developed Economies,,0.4074912,10108.40697,-0.059675,95.0,,,,0.27179,,,8.0,0.844,70.0,,0.2864646,203094949888.0,,91853880.0,
1259,2021,2021-01-01,Czechia,Europe and North America,Developed Economies,,,,,,,,,,,,,,,,,,,97138330.0,
1260,2002,2002-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,87.33,,-19.84095,0.0048922,5.0,,9.02,69.07,,,,,,,,,,,,
1261,2003,2003-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,5.59621,0.0116295,5.0,,9.26,70.53,,,,,,,,,,,,
1262,2004,2004-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,57.2136,0.0143636,5.0,,9.37,72.09,,,,,,,,,,,,
1263,2005,2005-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,64.95919,0.0301675,5.0,0.2319999999999999,9.23,75.34,,,,,,,,,,,,
1264,2006,2006-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,-5.97999,-0.0164575,5.0,,8.96,76.53,,,,,,,,,,,,
1265,2007,2007-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,-235.79093,-0.0173188,5.0,,10.9,63.28,,,,,,,,,,,,
1266,2008,2008-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,22.05345,0.0258176,5.0,,10.2,70.38,,,,,,,,,,,,
1267,2009,2009-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,170.96528,-0.0138813,5.0,,12.42,52.92,,,,,,,,,,,,
1268,2010,2010-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,86.3481,-0.0096084,6.0,0.258,13.61,49.29,,,,,,,,,,,,
1269,2011,2011-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,13.58522,0.0028814,6.0,,18.27,34.66,,,,,,,,,,,,
1270,2012,2012-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,103.12499,0.0078864,7.0,,17.83,36.05,,,,,,,,,,,,
1271,2013,2013-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,205.21289,0.0054939,7.0,,24.05,25.11,,,,,,,,,,,,
1272,2014,2014-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,119.74264,0.0052584,8.0,,21.23,28.68,,,,,,,,,,,,
1273,2015,2015-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,64.09743,-0.0163722,8.0,0.261,23.31,22.55,,,,,,,,,,,,
1274,2016,2016-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,78.20703,0.0336032999999999,9.0,,22.04,27.3,,,,,,,,,,,,
1275,2017,2017-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,89.31727,-0.0394615,9.0,,11.98,51.68,,,,,,,,,,,,
1276,2018,2018-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,-12.83242,-0.0459722,10.0,,13.19,47.9,,,,,,,,,,,,
1277,2019,2019-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,1.95353,-0.0010241,11.0,0.239,11.31,53.41,,,,,,,,,,,,
1278,2020,2020-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,29.89501,-0.0494955,12.0,,,,,,,,0.0,,,,,,,
1279,2021,2021-01-01,Democratic People's Republic of Korea,Eastern and South Eastern Asia,Not Specified,,,,,,,,,,,,,,,,,,,,
1280,2002,2002-01-01,Democratic Republic of the Congo,Sub-Saharan Africa,Least Developed,45.91401,0.0982199999999999,102.2219,-0.0003208,5.0,,98.27,0.77,,,,,,,,,,,,
